numCinema;nomCinema;ancienneRegion;nouvelleRegion;adresseCinema;numCommune;nomCommune;populationCommune;numDepartement;numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine;situationGeographique;nbEcrans;nbFauteuils;nbSemainesActivite;nbSeances;nbEntrees2020;nbEntrees2019;evolutionEntrees;trancheEntrees;proprietaireCinema;programmateurCinema;AE;categorieAE;labelAE;genre;multiplexe;zoneCommune;nbFilmsProgrammes;nbFilmsInedits;nbFilmsSemaine1;PdMentreesFilmsFR;PdMentreesFilmsUSA;PdMentreesFilmsEUR;PdMentreesFilmsAutres;nbFilmsAE;PdMentreesFilmsAE;latitude;longitude;geolocalisation
25038;LE CASINO;Nord-Pas-de-Calais;Hauts-de-France;3 RUE EMILE LEGRELLE;62041;Arras;40721;62;62502;Arras;86845;05-Unités urbaines de 20 000 à 100 000 hbts;1;930;1;1;0;358406;-1;Moins de 2000 entrées;LECA;;NON;NON;;ITINERANT;NON;C;1;1;0;70,83737472;18,13773036;9,666989977;1,357904947;0;64,66214032;50.290037;2.776981;50.290037, 2.776981
29144;CINE THEATRE LOUIS ARAGON;Nord-Pas-de-Calais;Hauts-de-France;61 BIS RUE JEAN JAURES;62048;Auchel;10574;62;00752;Béthune;355543;04-Unités urbaines de 100 000 hbts ou plus;1;514;27;184;3144;4332;-0,274238227;De 2 à 5 000 entrées;COMMUNE D'AUCHEL;ENT. REG. CIN. NORD PAS DE CALAIS;NON;NON;;FIXE;NON;B;51;40;0;62,97289462;23,90926221;5,826931439;7,290911726;13;34,59196985;50.506306;2.472945;50.506306, 2.472945
25571;UNION;Lorraine;Grand-Est;3, RUE DU MOULIN;57032;Ars-sur-Moselle;4720;57;57701;Metz;285268;04-Unités urbaines de 100 000 hbts ou plus;1;194;23;112;5714;90583;-0,936919731;De 5 à 10 000 entrées;UNION ARS SUR MOSELLE;;OUI;C;;FIXE;NON;B;42;29;1;59,60064183;28,82866821;4,261009093;7,30968087;17;61,13389196;49.076026;6.07804;49.076026, 6.07804
92542;ESPACE GRÜN;Alsace;Grand-Est;32 RUE GEORGES RISLER;68063;Cernay;11608;68;68402;Thann - Cernay;31817;05-Unités urbaines de 20 000 à 100 000 hbts;1;408;25;343;5744;71785;-0,919983283;De 5 à 10 000 entrées;ESPACE GRUN;;OUI;D;;FIXE;NON;C;105;85;31;100;0;0;0;47;100;47.806567;7.173935;47.806567, 7.173935
30164;THEATRE ET CINEMA JACQUES PREVERT;Ile-de-France;Ile-de-France;134 RUE ANATOLE FRANCE;93005;Aulnay-sous-Bois;83584;93;00851;Paris;10706072;02-Grande Couronne;2;789;20;486;11295;9494;0,189698757;De 10 à 20 000 entrées;INSTITUT AULNAYSIEN DE DEVELOPPEMENT CULTUREL;SARL GPCI;OUI;C;JP;FIXE;NON;B;133;95;0;67,49814952;17,47594375;10,6957809;4,330125833;67;73,48630644;48.940586;2.496291;48.940586, 2.496291
30184;UGC CINE CITE O'PARINOR;Ile-de-France;Ile-de-France;LE HAUT DE GALY;93005;Aulnay-sous-Bois;83584;93;00851;Paris;10706072;02-Grande Couronne;14;2592;31;13158;273569;10674;24,62947349;De 200 à 300 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;NON;;FIXE;OUI;B;228;104;103;35,95885563;55,80283418;5,524449128;2,713861059;73;9,740331231;48.960325;2.473606;48.960325, 2.473606
57582;CINEMA LOUIS DAQUIN;Ile-de-France;Ile-de-France;76 RUE VICTOR HUGO;93007;Le Blanc-Mesnil;55297;93;00851;Paris;10706072;02-Grande Couronne;3;447;31;1705;23861;155555;-0,846607309;De 20 à 30 000 entrées;COMMUNE DE BLANC MESNIL;;OUI;C;JPPR;FIXE;NON;B;139;101;25;53,46174078;32,97859426;10,23752681;3,322138146;63;38,27944806;48.941761;2.457313;48.941761, 2.457313
61504;SALLE ANDRE MALRAUX;Ile-de-France;Ile-de-France;25 COURS DE LA REPUBLIQUE;93010;Bondy;53439;93;00851;Paris;10706072;02-Grande Couronne;1;324;30;654;12659;23163;-0,453481846;De 10 à 20 000 entrées;COMMUNE DE BONDY;;OUI;C;JP;FIXE;NON;B;132;87;6;61,74165457;25,3701016;6,966618287;5,921625544;79;47,11175617;48.901598;2.480089;48.901598, 2.480089
67324;CASINO DE BOURBONNE;Champagne-Ardenne;Grand-Est;1 PLACE DES BAINS;52060;Bourbonne-les-Bains;2118;52;52101;Bourbonne-les-Bains;2118;06-autres communes et unités urbaines;1;150;29;579;3237;53224;-0,939181572;De 2 à 5 000 entrées;CASINO DE BOURBONNE LES BAINS;SARL NORD OUEST EXPLOITATION CINEMA;NON;NON;;FIXE;NON;I;50;38;1;60,57290175;34,8839874;4,342595245;0,200515612;12;20,58435978;47.950629;5.747761;47.950629, 5.747761
31544;L'OUSTAL;Midi-Pyrénées;Occitanie;PLACE DU 8 MAI 1945;31033;Auterive;9417;31;31208;Auterive;9417;06-autres communes et unités urbaines;1;179;30;490;7621;7390;0,031258457;De 5 à 10 000 entrées;ASSOCIATION CINEFOL 31;SNC SAGEC - CINE 32 VEO;OUI;E;RDJPPR;FIXE;NON;I;189;133;3;39,46842212;53,63634321;2,896043497;3,999191175;101;23,42447595;43.350358;1.474329;43.350358, 1.474329
57172;REX;Midi-Pyrénées;Occitanie;PLACE DES ARTS;31069;Blagnac;23759;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;1;213;26;413;12144;38664;-0,685909373;De 10 à 20 000 entrées;COMMUNE DE BLAGNAC;SNC SAGEC - CINE 32 VEO;OUI;C;JP;FIXE;NON;B;154;100;1;75,1577549;23,58020591;1,26203919;0;97;47,35968117;43.636005;1.384463;43.636005, 1.384463
36672;CINE VOGE;Lorraine;Grand-Est;PLACE DE L HOTEL DE VILLE;88029;La Vôge-les-Bains;1700;88;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;97;1;1;61;340664;-0,999820938;Moins de 2000 entrées;CENTRE REGIONAL AUDIO VISUEL LORRAINE;;NON;NON;;FIXE;NON;R;1;1;0;51,14289928;29,65393501;10,6400236;8,563142113;0;65,55571941;48.003606;6.264555;48.003606, 6.264555
72881;SALLE GRAND ECRAN;Lorraine;Grand-Est;4, RUE DU SOUVENIR;88075;La Bresse;4243;88;88402;La Bresse;24384;05-Unités urbaines de 20 000 à 100 000 hbts;1;217;30;224;3299;332441;-0,990076435;De 2 à 5 000 entrées;ASSOCIATION MAISON DES LOISIRS ET DE LA CULTURE;;OUI;D;;FIXE;NON;C;82;65;0;66,34822804;17,16486903;9,98459168;6,502311248;33;42,65023112;48.004696;6.873744;48.004696, 6.873744
33801;PATHE CAP SUD;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;ZONE COMMERCIALE CAP SUD;84007;Avignon;92130;84;00754;Avignon;456042;04-Unités urbaines de 100 000 hbts ou plus;14;2604;31;12546;155449;21841;6,117302321;De 150 à 200 000 entrées;PATHE AVIGNON;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;217;135;123;61,27412107;28,60163891;7,903780069;2,220459952;59;26,4604811;43.929048;4.837198;43.929048, 4.837198
58272;CINE VILAR;Lorraine;Grand-Est;RUE ST EPVRE;54079;Blénod-lès-Pont-à-Mousson;4563;54;54404;Pont-à-Mousson;24248;05-Unités urbaines de 20 000 à 100 000 hbts;1;218;19;94;1698;447869;-0,996208713;Moins de 2000 entrées;LE PETIT LORRAIN;;OUI;D;;FIXE;NON;B;43;24;0;38,65467077;48,69112936;8,778958183;3,87524169;26;18,6898451;48.883026;6.051403;48.883026, 6.051403
34182;STAR;Basse-Normandie;Normandie;49 RUE DE LA CONSTITUTION;50025;Avranches;7766;50;50301;Avranches;15372;06-autres communes et unités urbaines;3;617;31;1188;22807;42030;-0,457363788;De 20 à 30 000 entrées;CINE PINEL;;OUI;E;;FIXE;NON;C;96;70;46;54,09551015;19,53517978;17,03021176;9,339098305;34;70,82686456;48.684271;-1.35894;48.684271, -1.35894
37881;CAMERA;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;1O5 AV DU 11 NOVEMBRE;83009;Bandol;8122;83;00757;Toulon;569793;04-Unités urbaines de 100 000 hbts ou plus;1;275;26;266;3874;2342;0,654141759;De 2 à 5 000 entrées;CAMERA CINEMA;;NON;NON;;FIXE;NON;B;46;33;3;58,10185185;36,11111111;3,472222222;2,314814815;15;79,97685185;43.137499;5.752051;43.137499, 5.752051
89152;SELECT;Nord-Pas-de-Calais;Hauts-de-France;32, RUE DES REMPARTS;59136;Le Cateau-Cambrésis;7033;59;59208;Le Cateau-Cambrésis;7355;06-autres communes et unités urbaines;1;178;20;109;2567;33770;-0,923985786;De 2 à 5 000 entrées;COMMUNE DE CATEAU CAMBRESIS;ENT. REG. CIN. NORD PAS DE CALAIS;NON;NON;;FIXE;NON;C;49;30;0;64,94205298;23,91349338;9,592301325;1,552152318;11;40,7388245;50.106254;3.54484;50.106254, 3.54484
39428;CINEMA JEAN-LOUIS TRINTIGNANT;Languedoc-Roussillon;Occitanie;L ESPLANADE;30029;Barjac;1576;30;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;90;31;205;4314;29468;-0,853603909;De 2 à 5 000 entrées;COMMUNE DE BARJAC;;OUI;E;;FIXE;NON;R;145;95;2;63,58936484;25,70162482;5,926883309;4,782127031;95;51,07705564;44.307917;4.346467;44.307917, 4.346467
44892;LES NOUVEAUX BLEUS;Midi-Pyrénées;Occitanie;BOULEVARD DE VERDUN;82013;Beaumont-de-Lomagne;3744;82;82103;Beaumont-de-Lomagne;3744;06-autres communes et unités urbaines;1;212;30;161;3146;9530;-0,669884575;De 2 à 5 000 entrées;COMMUNE DE BEAUMONT DE LOMAGNE;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;I;112;89;0;62,70923401;24,39862543;7,959206296;4,932934264;39;58,8848243;43.880921;0.98659;43.880921, 0.98659
45372;CINEMA JEANNE D ARC;Pays de la Loire;Pays de la Loire;RUE JEANNE D ARC;49023;Beaupréau-en-Mauges;22965;49;49206;Beaupréau;22965;05-Unités urbaines de 20 000 à 100 000 hbts;1;160;29;180;4752;59859;-0,920613442;De 2 à 5 000 entrées;FAMILLES RURALES FEDERATION REGIONALE DES PAYS DE LA LOIRE;SOGECI;OUI;D;;FIXE;NON;I;98;66;0;56,94802883;29,95016463;10,95710599;2,144700543;49;39,93058646;47.20201;-0.995912;47.20201, -0.995912
47645;LUX;Limousin;Nouvelle Aquitaine;3 AVENUE DE LA LIBERTE;87011;Bellac;4107;87;87202;Bellac;5191;06-autres communes et unités urbaines;1;292;29;420;3457;25236;-0,863013156;De 2 à 5 000 entrées;ASSOCIATION LOISIRS ET CULTURE;SUD CINE;OUI;E;JP;FIXE;NON;C;124;91;1;43,94072219;45,64600292;8,123565018;2,289709873;58;44,08056773;46.122277;1.045319;46.122277, 1.045319
59690;LA GRANGE DE LA TREMBLAYE;Ile-de-France;Ile-de-France;RUE DU PARC;78073;Bois-d'Arcy;14299;78;00851;Paris;10706072;03-Petite couronne;1;338;25;304;4186;24914;-0,831982018;De 2 à 5 000 entrées;COMMUNE DE BOIS D'ARCY;;NON;NON;;FIXE;NON;B;75;61;0;34,81672617;55,6166272;4,937966138;4,628680499;30;8,967516171;48.800013;2.023763;48.800013, 2.023763
69641;BUXY;Ile-de-France;Ile-de-France;CENTRE COMMERCIAL VAL D'YERRES 2;91097;Boussy-Saint-Antoine;7027;91;00851;Paris;10706072;03-Petite couronne;5;797;27;2928;29093;45804;-0,364837132;De 20 à 30 000 entrées;ASSOCIATION DES CINEMAS INDEPENDANTS;SARL GPCI;OUI;C;;FIXE;NON;B;121;91;63;74,28779246;19,90544308;5,079403564;0,727360892;48;28,99745424;48.683571;2.535014;48.683571, 2.535014
73423;JEAN COCTEAU;Ile-de-France;Ile-de-France;3 RUE ANATOLE FRANCE;91103;Brétigny-sur-Orge;26215;91;00851;Paris;10706072;03-Petite couronne;2;368;31;1232;15946;54550;-0,707681027;De 10 à 20 000 entrées;ASSOCIATION CINE 220;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;OUI;C;RDJPPR;FIXE;NON;B;179;110;11;41,09741634;50,2844916;6,128990896;2,489101167;94;14,79436466;48.608596;2.303919;48.608596, 2.303919
50901;SALLE JEANNE D ARC;Pays de la Loire;Pays de la Loire;15 RUE DE LA MER;44012;La Bernerie-en-Retz;2834;44;44304;Pornic;19312;06-autres communes et unités urbaines;1;218;29;128;4390;1169;2,75534645;De 2 à 5 000 entrées;AVENIR BERNERIE CINEMA;SUD CINE;NON;NON;;FIXE;NON;B;70;58;4;52,31143552;19,02676399;15,2676399;13,39416058;23;57,71289538;47.079739;-2.03865;47.079739, -2.03865
65861;LE BEAULIEU;Pays de la Loire;Pays de la Loire;26 RUE DE BEAULIEU;44020;Bouguenais;18815;44;44701;Nantes;633690;04-Unités urbaines de 100 000 hbts ou plus;1;338;25;248;11268;28420;-0,603518649;De 10 à 20 000 entrées;ASSOCIATION CINEMA LE BEAULIEU;SARL GPCI;OUI;C;JP;FIXE;NON;B;101;67;0;42,05273759;26,79912104;10,46511628;20,68302509;60;85,59787585;47.178021;-1.624832;47.178021, -1.624832
86832;THEATRE DE DION;Pays de la Loire;Pays de la Loire;ROUTE DE SUCE;44026;Carquefou;19411;44;44701;Nantes;633690;04-Unités urbaines de 100 000 hbts ou plus;1;768;12;39;2240;2963;-0,24400945;De 2 à 5 000 entrées;ASSOCIATION DEVELOPPEMENT CULTUREL CARQUEFOU;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;NON;NON;;FIXE;NON;B;39;33;0;65,21058127;19,93560738;9,328228333;5,525583014;10;48,70344588;47.279819;-1.508095;47.279819, -1.508095
55532;CENTRE CULTUREL;Aquitaine;Nouvelle Aquitaine;RUE PIERRE DE COUBERTIN;33051;Biganos;10258;33;33304;Biganos;17668;06-autres communes et unités urbaines;1;298;23;155;2208;16941;-0,869665309;De 2 à 5 000 entrées;ARTS ET TECHNIQUES;ARTEC;OUI;E;;FIXE;NON;C;93;75;1;46,05840698;21,43149763;18,23608591;14,27400948;44;85,90448879;44.637692;-0.974856;44.637692, -0.974856
86031;CENTRE CULTUREL DE L ESTRAN;Aquitaine;Nouvelle Aquitaine;123 AVENUE DE MAUBUISSON;33097;Carcans;2388;33;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;248;26;161;1301;6926;-0,812157089;Moins de 2000 entrées;ARTS ET TECHNIQUES;ARTEC;NON;NON;;FIXE;NON;R;71;64;3;62,72727273;31,22042341;5,168119552;0,884184309;22;38,18181818;45.069909;-1.142214;45.069909, -1.142214
60942;LE FORUM;Ile-de-France;Ile-de-France;PLACE DU FORUM;94004;Boissy-Saint-Léger;15922;94;00851;Paris;10706072;02-Grande Couronne;1;114;19;47;1951;61122;-0,968080233;Moins de 2000 entrées;COMMUNE DE BOISSY SAINT LEGER;;NON;NON;;FIXE;NON;B;26;15;0;57,10924066;16,07385284;13,603041;13,21386551;11;75,57245;48.754035;2.502015;48.754035, 2.502015
92329;UGC CINE CITE;Ile-de-France;Ile-de-France;8 PLACE DES 3 GARES;95127;Cergy;63395;95;00851;Paris;10706072;03-Petite couronne;14;2768;31;11721;142257;255206;-0,44257972;De 100 à 150 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;NON;;FIXE;OUI;B;233;132;129;61,45900581;28,40542285;3,873466753;6,262104584;91;12,20142027;49.048453;2.010977;49.048453, 2.010977
61082;LE XENON;Haute-Normandie;Normandie;60 RUE GUILLET;76114;Bolbec;11679;76;76302;Bolbec;18045;06-autres communes et unités urbaines;2;495;31;1153;8236;14071;-0,414682681;De 5 à 10 000 entrées;CAVELAN ANDRE FERNAND ERNEST;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;NON;NON;;FIXE;NON;C;53;45;13;51,43303137;44,17063309;2,913403961;1,482931573;9;9,71262603;49.571514;0.475348;49.571514, 0.475348
85211;RIO CINEMA;Aquitaine;Nouvelle Aquitaine;ALLEES MARINES;40065;Capbreton;8776;40;40301;Capbreton;12599;06-autres communes et unités urbaines;1;172;28;515;8211;8621;-0,047558288;De 5 à 10 000 entrées;ASSOCIATION SCENA RIO;SNC SAGEC - CINE 32 VEO;OUI;E;RDJPPR;FIXE;NON;C;133;98;39;60,74510504;34,94316491;2,791168244;1,520561804;68;19,55008034;43.641276;-1.432502;43.641276, -1.432502
88991;CINE 4;Aquitaine;Nouvelle Aquitaine;PLACE JASMIN;47057;Castillonnès;1436;47;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;205;30;275;5219;17014;-0,693252615;De 5 à 10 000 entrées;ASSOCIATION LES AMIS DE CINE 4;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;R;145;107;0;42,59407526;39,71176942;9,767814251;7,926341073;80;63,01040833;44.651621;0.591622;44.651621, 0.591622
68371;LE TRIANON;Pays de la Loire;Pays de la Loire;40 RUE DE LA MAIRIE;53039;Le Bourgneuf-la-Forêt;1792;53;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;318;26;103;3168;56986;-0,944407398;De 2 à 5 000 entrées;LE TRIANON;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;R;90;67;0;48,6008067;43,8504462;4,826642145;2,722104955;50;20,66918849;48.162712;-0.971524;48.162712, -0.971524
75694;MEGA CGR;Limousin;Nouvelle Aquitaine;RTE DE TULLE-ESPACE DES 3 PROVIN;19031;Brive-la-Gaillarde;47349;19;00554;Brive-la-Gaillarde;75329;05-Unités urbaines de 20 000 à 100 000 hbts;9;1504;31;8604;90818;12378;6,337049604;De 80 à 100 000 entrées;CINEMA THEATRE LE SPLENDID;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;125;91;89;55,19421861;28,8166215;8,220415537;7,768744354;20;31,88798555;45.165031;1.542022;45.165031, 1.542022
80991;SALLE POLYVALENTE;Midi-Pyrénées;Occitanie;SALLE POLYVALENTE;46040;Cabrerets;230;46;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;150;29;165;5182;21177;-0,755300562;De 5 à 10 000 entrées;FEDERATION DEPARTEMENTALE DES FOYERS RURAUX DU LOT;SNC SAGEC - CINE 32 VEO;OUI;E;JP;ITINERANT;NON;R;64;23;0;54,30697919;22,92035269;13,19510448;9,577563643;43;80,52025911;44.530413;1.555391;44.530413, 1.555391
81673;LE QUERCY;Midi-Pyrénées;Occitanie;871 RUE EMILE ZOLA;46042;Cahors;19340;46;46401;Cahors;22764;05-Unités urbaines de 20 000 à 100 000 hbts;1;360;9;96;1976;20530;-0,903750609;Moins de 2000 entrées;SOCIETE CINEMATOGRAPHIQUE LE QUERCY;;OUI;D;RDJPPR;FIXE;NON;C;19;5;2;34,93619067;52,89015698;10,48705981;1,686592546;18;21,13228613;44.447834;1.439163;44.447834, 1.439163
81080;SALLE MISTRAL;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;SALLE MISTRAL;06026;Cabris;1295;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;1;0;26;178;5060;12650;-0,6;De 5 à 10 000 entrées;THALIE;LES CINEMAS GAUMONT PATHE;NON;NON;;ITINERANT;NON;B;52;37;1;61,99543031;21,93450114;5,940594059;10,12947449;19;47,6770754;43.655944;6.87474;43.655944, 6.87474
84761;OLYMPIA 5 A 9;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;5 RUE D ANTIBES;06029;Cannes;74285;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;5;469;30;4656;35014;29708;0,17860509;De 30 à 40 000 entrées;OLYMPIA;UGC MEDITERRANEE;NON;NON;;FIXE;NON;B;135;86;47;100;0;0;0;26;0;43.552366;7.016598;43.552366, 7.016598
86930;JULIETTE GRECO;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;BOULEVARD LA COLLE BELLE;06033;Carros;12008;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;1;277;11;45;1843;9108;-0,797650417;Moins de 2000 entrées;TOURNEE FAMILIA;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;B;43;24;1;45,79508807;40,30017365;9,799057306;4,105680972;25;34,97891342;43.772944;7.193186;43.772944, 7.193186
85323;ATMOSPHERE;Midi-Pyrénées;Occitanie;3 RUE ANATOLE FRANCE;12052;Capdenac-Gare;4542;12;00364;Figeac;16530;06-autres communes et unités urbaines;1;263;28;359;4538;29463;-0,845976309;De 2 à 5 000 entrées;LES LUMIERES DE LA VILLE;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;B;105;78;0;76,03045853;18,93726204;3,707995365;1,324284059;54;57,65601722;44.574792;2.081445;44.574792, 2.081445
85861;CASINO;Midi-Pyrénées;Occitanie;CASINO MUNICIPAL;65127;Capvern;1325;65;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;99;30;96;1177;342806;-0,996566571;Moins de 2000 entrées;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;R;81;66;0;68,0358158;24,50255827;7,347924957;0,113700966;48;38,34565094;43.120092;0.309567;43.120092, 0.309567
93201;LE SEVIGNE;Bretagne;Bretagne;43 RUE DU MUGUET;35051;Cesson-Sévigné;17414;35;35701;Rennes;330871;04-Unités urbaines de 100 000 hbts ou plus;1;293;23;260;14716;17404;-0,154447254;De 10 à 20 000 entrées;LOISIRS CULTURE LE SEVIGNE-CESSON;SAS CINE DIFFUSION;OUI;C;;FIXE;NON;B;101;66;8;50,78844972;32,13188614;5,426991604;11,65267254;62;28,17939791;48.118209;-1.610628;48.118209, -1.610628
99411;LA CHAPELLE ACHARD;Pays de la Loire;Pays de la Loire;SALLE DE LA MAIRIE;85152;Les Achards;4925;85;85125;La Mothe-Achard;4925;06-autres communes et unités urbaines;1;300;17;107;3551;8688;-0,591275322;De 2 à 5 000 entrées;FAMILLES RURALES FEDERATION DEPARTEMENTALE DE VENDEE;SOGECIS;NON;NON;;ITINERANT;NON;C;30;13;0;57,21137942;35,14224281;4,335097585;3,311280185;8;21,80449884;46.587908;-1.642858;46.587908, -1.642858
101491;SALLE DES FETES;Rhône-Alpes;Auvergne - Rhône-Alpes;3 PLACE DU 8 MAI 1945;69270;Chaponnay;4098;69;00758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;1;400;21;119;4813;5575;-0,136681614;De 2 à 5 000 entrées;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;OUI;C;JP;ITINERANT;NON;B;59;37;0;39,38249966;53,92341917;5,912093838;0,781987326;21;13,5971417;45.626941;4.935433;45.626941, 4.935433
101692;ALPHA;Rhône-Alpes;Auvergne - Rhône-Alpes;24 AVENUE LAMARTINE;69044;Charbonnières-les-Bains;5003;69;00758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;1;300;26;319;8498;38440;-0,7789282;De 5 à 10 000 entrées;ASSOCIATION CINEMATOGRAPHIQUE CHARBONNIERES LES BAINS;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);OUI;C;;FIXE;NON;B;91;66;2;55,70657233;34,74213368;5,7531186;3,798175386;52;31,63284305;45.780835;4.739883;45.780835, 4.739883
102284;LES HALLES;Rhône-Alpes;Auvergne - Rhône-Alpes;PLACE ST PHILIBERT;42052;Charlieu;3694;42;42204;Charlieu;9321;06-autres communes et unités urbaines;2;210;26;802;10171;72013;-0,858761612;De 10 à 20 000 entrées;ASSOCIATION AU FIL DU TEMPS;;OUI;E;RDJPPR;FIXE;NON;C;134;92;12;40,86603518;50,135318;3,315290934;5,683355886;72;32,27334235;46.158309;4.170764;46.158309, 4.170764
102531;CINÉMA DE CHARMOILLE;Franche-Comté;Bourgogne - Franche-Comté;1 RUE DU CONOT;25125;Charmoille;335;25;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;212;28;136;3208;396093;-0,991900892;De 2 à 5 000 entrées;CINEMA DE CHARMOILLE;SARL MC4 DISTRIBUTION;OUI;E;;FIXE;NON;R;70;56;0;62,86764706;27,68382353;8,529411765;0,919117647;25;33,45588235;47.246351;6.672576;47.246351, 6.672576
102853;LE TIVOLI;Bourgogne;Bourgogne - Franche-Comté;9 RUE DE LA CHAMPAGNY;71106;Charolles;2758;71;71105;Charolles;2758;06-autres communes et unités urbaines;2;233;29;482;7338;17268;-0,57505212;De 5 à 10 000 entrées;ASSOCIATION D'EDUCATION POULAIRE CINEMA;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;I;78;63;7;60,75520413;26,54510247;9,181862191;3,517831209;26;30,9504599;46.435078;4.273364;46.435078, 4.273364
103922;SALLE BELLE EPINE;Pays de la Loire;Pays de la Loire;1 PLACE DE LA REPUBLIQUE;85059;La Châtaigneraie;2536;85;85123;La Châtaigneraie;3843;06-autres communes et unités urbaines;1;160;9;40;1273;9755;-0,869502819;Moins de 2000 entrées;FAMILLES RURALES FEDERATION DEPARTEMENTALE DE VENDEE;;NON;NON;;FIXE;NON;C;24;13;0;64,37487211;17,61817066;10,35400041;7,652956824;7;68,50828729;46.647373;-0.742446;46.647373, -0.742446
104051;ATLANTIC CINE;Pays de la Loire;Pays de la Loire;PLACE ERNEST BREANT;44036;Châteaubriant;12067;44;44302;Châteaubriant;12067;06-autres communes et unités urbaines;4;748;29;1987;35182;8139;3,322644059;De 30 à 40 000 entrées;EMERAUDE CINEMAS;SAS CINE DIFFUSION;OUI;E;JP;FIXE;NON;I;134;83;36;57,14285714;29,8757764;7,722567288;5,258799172;64;24,49275362;47.721188;-1.376037;47.721188, -1.376037
104091;ETOILE CINEMA;Bourgogne;Bourgogne - Franche-Comté;19 RUE DES FOSSES;58062;Château-Chinon (Ville);2071;58;58101;Château-Chinon (Ville);2071;06-autres communes et unités urbaines;1;185;30;214;2634;51332;-0,948686979;De 2 à 5 000 entrées;SCENI QUA NON;;OUI;E;PR;FIXE;NON;I;96;73;0;65,34569983;31,25351321;1,658234963;1,742551996;63;31,25351321;47.064474;3.93279;47.064474, 3.93279
104881;CGR CHATEAUROUX;Centre;Centre - Val-de-Loire;86 AVENUE CHARLES DE GAULLE;36044;Châteauroux;43732;36;36501;Châteauroux;60779;05-Unités urbaines de 20 000 à 100 000 hbts;8;1078;31;7222;61052;2772;21,02453102;De 50 à 80 000 entrées;CINEMOVIDA;SARL LES FILMS DE LA ROCHELLE;OUI;D;;FIXE;OUI;C;153;110;93;46,60409395;47,06159796;2,782756344;3,55155174;52;13,64022262;46.808819;1.690195;46.808819, 1.690195
104994;CINEMA THEATRE;Picardie;Hauts-de-France;13 PLACE DE L HOTEL DE VILLE;02168;Château-Thierry;14602;02;02401;Château-Thierry;21591;05-Unités urbaines de 20 000 à 100 000 hbts;4;576;31;1722;27534;13382;1,057539979;De 20 à 30 000 entrées;CINEMA THEATRE JEAN DE LA FONTAINE;;NON;NON;;FIXE;NON;C;103;71;30;65,41719856;17,30300569;14,32052919;2,959266566;41;44,14529419;49.046046;3.402936;49.046046, 3.402936
105091;MORCLAN 2OOO;Rhône-Alpes;Auvergne - Rhône-Alpes;MORCLAN 2000;74063;Châtel;1224;74;74108;Abondance;3487;06-autres communes et unités urbaines;1;275;19;246;6568;69387;-0,905342499;De 5 à 10 000 entrées;SOCIETE DES CINEMAS DU CHABLAIS;;NON;NON;;FIXE;NON;C;43;34;24;54,27023582;23,00828553;12,30082855;10,4206501;9;63,70299554;46.278127;6.859481;46.278127, 6.859481
